,longitude,latitude,event_type,bulletin,origin_time,depth,magnitude
event_2022_144,34.155000,67.645,explosion,helsinki,2022-01-05T15:20:14.900000Z,0.000,1.8
event_2022_145,30.834000,69.412,explosion,helsinki,2022-01-05T16:07:37.000000Z,0.000,1.2
event_2022_146,30.731000,69.392,explosion,helsinki,2022-01-05T16:31:43.600000Z,0.000,1.4
event_2022_147,30.843000,69.381,explosion,helsinki,2022-01-05T16:44:50.700000Z,0.000,1.0
event_2022_148,24.721000,65.817,explosion,helsinki,2022-01-05T17:03:36.200000Z,0.000,0.9
event_2022_10085,122.434600,24.1378,,leb,2022-01-05T17:18:43.780000Z,0.000,3.4
event_2022_10086,134.901500,34.2624,,leb,2022-01-05T17:50:57.890000Z,427.800,3.2
event_2022_149,20.610000,67.158,explosion,helsinki,2022-01-05T18:30:49.700000Z,0.000,1.0
event_2022_10087,162.994400,54.9507,,leb,2022-01-05T18:35:24.240000Z,0.000,2.8
event_2022_150,24.258000,68.418,earthquake,helsinki,2022-01-05T19:19:16.100000Z,42200.000,0.4
event_2022_151,20.172000,67.759,explosion,helsinki,2022-01-05T19:32:19.000000Z,0.000,0.9
event_2022_152,20.084000,67.873,explosion,helsinki,2022-01-05T19:37:02.000000Z,0.000,0.7
event_2022_10088,168.961900,54.4554,,leb,2022-01-05T19:52:01.270000Z,0.000,4.2
event_2022_153,34.004000,67.637,explosion,helsinki,2022-01-05T20:03:38.900000Z,0.000,1.3
event_2022_154,33.911000,67.59,explosion,helsinki,2022-01-05T20:10:08.700000Z,0.000,1.6
event_2022_10089,-24.587500,-0.8259,,leb,2022-01-05T21:08:38.520000Z,0.000,4.2
event_2022_10090,125.798600,25.953,,leb,2022-01-05T21:53:49.500000Z,80.800,3.5
event_2022_155,20.594000,67.163,explosion,helsinki,2022-01-05T23:01:37.500000Z,0.000,1.0
event_2022_10091,-39.812500,32.8448,,leb,2022-01-06T00:08:42.870000Z,0.000,3.6
event_2022_156,20.062000,67.809,explosion,helsinki,2022-01-06T00:17:52.800000Z,0.000,1.2
event_2022_157,20.184000,67.849,explosion,helsinki,2022-01-06T00:19:45.400000Z,0.000,1.0
event_2022_158,19.972000,67.857,explosion,helsinki,2022-01-06T00:22:15.400000Z,0.000,1.5
event_2022_10092,-117.855300,37.362,,leb,2022-01-06T00:28:06.990000Z,0.000,4.2
event_2022_10093,82.444700,41.7644,,leb,2022-01-06T01:50:23.760000Z,0.000,3.3
event_2022_159,20.171000,67.752,explosion,helsinki,2022-01-06T02:17:15.000000Z,0.000,0.7
event_2022_10094,146.426000,47.9869,,leb,2022-01-06T03:00:07.640000Z,445.600,2.8
event_2022_160,33.551000,67.675,explosion,helsinki,2022-01-06T04:07:56.800000Z,0.000,1.1
event_2022_161,20.158000,67.838,explosion,helsinki,2022-01-06T04:15:48.700000Z,0.000,1.4
event_2022_162,30.217000,67.557,explosion,helsinki,2022-01-06T06:02:56.400000Z,0.000,1.0
event_2022_10095,90.128900,48.894,,leb,2022-01-06T06:50:04.850000Z,0.000,2.8
event_2022_10096,-93.660800,15.8589,,leb,2022-01-06T07:03:37.780000Z,83.400,3.9
event_2022_10097,62.965900,53.3549,,leb,2022-01-06T07:56:07.340000Z,0.000,2.3
event_2022_163,20.563000,67.163,explosion,helsinki,2022-01-06T08:41:12.800000Z,0.000,0.9
event_2022_164,20.389000,67.811,explosion,helsinki,2022-01-06T09:57:32.400000Z,0.000,1.2
event_2022_165,28.068000,59.169,explosion,helsinki,2022-01-06T11:30:30.700000Z,0.000,1.6
event_2022_166,23.214000,63.804,explosion,helsinki,2022-01-06T12:09:30.100000Z,0.000,1.2
event_2022_167,28.428000,70.431,explosion,helsinki,2022-01-06T13:15:26.900000Z,0.000,
event_2022_168,33.301000,68.022,explosion,helsinki,2022-01-06T13:34:25.700000Z,0.000,1.1
event_2022_10098,96.956200,39.2159,,leb,2022-01-06T14:05:05.540000Z,0.000,3.5
event_2022_10099,89.280000,26.9131,,leb,2022-01-06T14:46:08.300000Z,0.000,3.7
event_2022_169,20.194000,67.883,explosion,helsinki,2022-01-06T14:52:24.100000Z,0.000,1.0
event_2022_10100,21.014100,67.1712,,leb,2022-01-06T15:05:40.410000Z,0.000,2.0
event_2022_170,30.915000,69.425,explosion,helsinki,2022-01-06T16:04:28.800000Z,0.000,1.0
event_2022_10101,160.973400,51.1708,,leb,2022-01-06T16:05:27.250000Z,0.000,2.3
event_2022_10102,-86.803500,12.211,,leb,2022-01-06T16:25:02.510000Z,0.000,4.7
event_2022_10103,147.428300,47.4367,,leb,2022-01-06T16:42:45.970000Z,376.400,3.5
event_2022_171,20.181000,67.836,explosion,helsinki,2022-01-06T16:46:40.200000Z,0.000,0.8
event_2022_10104,135.486800,33.8462,,leb,2022-01-06T16:59:12.860000Z,59.100,3.8
event_2022_172,20.282000,67.805,explosion,helsinki,2022-01-06T17:28:37.300000Z,0.000,0.9
event_2022_173,20.101000,67.873,explosion,helsinki,2022-01-06T18:09:41.000000Z,0.000,0.9
event_2022_174,20.008000,67.819,explosion,helsinki,2022-01-06T18:12:58.900000Z,0.000,1.1
event_2022_10105,82.902500,28.4517,,leb,2022-01-06T18:29:17.800000Z,0.000,4.0
event_2022_10106,47.606200,31.0926,,leb,2022-01-06T18:40:52.970000Z,0.000,3.0
event_2022_10107,126.042400,3.2097,,leb,2022-01-06T19:21:59.950000Z,0.000,4.2
event_2022_10108,143.314200,22.4598,,leb,2022-01-06T19:32:16.160000Z,121.200,3.8
event_2022_175,20.484000,67.193,explosion,helsinki,2022-01-06T19:55:55.700000Z,0.000,1.4
event_2022_9525,3.619200,79.2991,earthquake,norsar,2022-01-06T20:13:41.791000Z,10.000,2.3
event_2022_9526,3.740100,78.956,earthquake,norsar,2022-01-06T20:13:44.643000Z,10.000,2.3
event_2022_176,34.002000,67.885,explosion,helsinki,2022-01-06T20:16:16.900000Z,0.000,1.1
event_2022_10109,78.003900,35.8994,,leb,2022-01-06T20:19:12.900000Z,0.000,2.6
event_2022_10110,137.645200,42.5134,,leb,2022-01-06T20:37:20.160000Z,269.400,3.0
event_2022_10111,72.255500,37.4497,,leb,2022-01-06T21:28:37.250000Z,188.900,3.5
event_2022_10112,-93.360300,15.7164,,leb,2022-01-06T21:44:48.990000Z,95.000,3.9
event_2022_10113,131.526100,41.5159,,leb,2022-01-06T21:52:24.890000Z,545.900,3.4
event_2022_10114,113.370800,-9.1952,,leb,2022-01-06T21:59:31.470000Z,73.700,4.1
event_2022_177,20.009000,67.886,explosion,helsinki,2022-01-06T22:06:28.100000Z,0.000,1.1
event_2022_178,34.062000,67.687,explosion,helsinki,2022-01-06T22:12:24.200000Z,0.000,1.4
event_2022_10115,128.475000,27.4426,,leb,2022-01-06T22:24:51.030000Z,40.800,3.8
event_2022_10116,50.933700,13.2683,,leb,2022-01-06T23:23:54.250000Z,0.000,3.4
event_2022_10117,51.004400,13.2504,,leb,2022-01-06T23:24:47.440000Z,0.000,3.2
event_2022_10118,130.143200,27.7298,,leb,2022-01-06T23:50:00.370000Z,0.000,3.3
event_2022_179,20.279000,67.796,explosion,helsinki,2022-01-07T00:21:50.300000Z,0.000,1.2
event_2022_10119,20.801900,67.7949,,leb,2022-01-07T00:25:08.660000Z,0.000,2.1
event_2022_180,19.991000,67.859,explosion,helsinki,2022-01-07T00:26:55.100000Z,0.000,2.0
event_2022_10120,20.381600,67.895,,leb,2022-01-07T00:26:57.180000Z,0.000,2.5
event_2022_181,20.609000,67.163,explosion,helsinki,2022-01-07T00:36:11.100000Z,0.000,1.1
event_2022_182,33.911000,67.694,explosion,helsinki,2022-01-07T00:48:52.100000Z,0.000,1.6
event_2022_183,33.942000,67.671,explosion,helsinki,2022-01-07T01:15:22.000000Z,0.000,1.5
event_2022_184,20.217000,67.877,explosion,helsinki,2022-01-07T03:19:43.000000Z,0.000,0.6
event_2022_185,20.374000,67.832,explosion,helsinki,2022-01-07T03:26:21.700000Z,0.000,1.3
event_2022_186,30.720000,69.41,explosion,helsinki,2022-01-07T04:05:01.700000Z,0.000,1.0
event_2022_187,33.791000,67.676,explosion,helsinki,2022-01-07T04:14:51.500000Z,0.000,1.3
event_2022_10121,140.155900,28.1725,,leb,2022-01-07T04:35:56.170000Z,440.200,3.0
event_2022_10122,125.267600,25.7873,,leb,2022-01-07T05:32:07.760000Z,67.500,3.0
event_2022_188,20.117000,67.84,explosion,helsinki,2022-01-07T05:53:03.500000Z,0.000,0.9
event_2022_189,20.261000,67.873,explosion,helsinki,2022-01-07T06:18:17.000000Z,0.000,0.9
event_2022_190,34.054000,67.635,explosion,helsinki,2022-01-07T07:22:47.900000Z,0.000,1.1
event_2022_191,22.959000,63.65,explosion,helsinki,2022-01-07T07:33:27.800000Z,0.000,1.4
event_2022_10123,143.216300,22.2273,,leb,2022-01-07T09:18:48.230000Z,0.000,3.8
event_2022_192,27.988000,59.324,explosion,helsinki,2022-01-07T09:20:15.800000Z,0.000,1.7
event_2022_10124,-15.732000,-0.3717,,leb,2022-01-07T09:46:33.560000Z,0.000,3.9
event_2022_193,23.436000,69.9,explosion,helsinki,2022-01-07T10:14:53.100000Z,0.000,1.0
event_2022_10125,-76.597300,-11.7407,,leb,2022-01-07T10:27:07.510000Z,102.100,5.0
event_2022_194,25.057000,65.686,explosion,helsinki,2022-01-07T10:51:57.100000Z,0.000,1.1
event_2022_195,25.297000,61.926,explosion,helsinki,2022-01-07T11:18:19.600000Z,0.000,1.2
event_2022_196,20.594000,67.712,explosion,helsinki,2022-01-07T11:19:36.600000Z,0.000,1.4
event_2022_197,27.822000,59.222,explosion,helsinki,2022-01-07T11:21:03.800000Z,0.000,1.5
event_2022_198,34.001000,67.783,explosion,helsinki,2022-01-07T12:06:12.300000Z,0.000,1.2
event_2022_199,33.961000,67.615,explosion,helsinki,2022-01-07T12:08:40.000000Z,0.000,1.2
event_2022_200,33.624000,67.776,explosion,helsinki,2022-01-07T12:16:43.800000Z,0.000,1.1
event_2022_201,20.020000,67.809,explosion,helsinki,2022-01-07T12:40:18.300000Z,0.000,1.0
event_2022_202,23.316000,67.443,explosion,helsinki,2022-01-07T13:30:22.100000Z,0.000,1.6
event_2022_10126,3.760900,85.7028,,leb,2022-01-07T14:15:07.150000Z,0.000,4.1
event_2022_9527,11.186800,84.5377,earthquake,norsar,2022-01-07T14:15:24.264000Z,10.000,4.1
event_2022_203,34.078000,67.59,explosion,helsinki,2022-01-07T14:32:23.300000Z,0.000,1.2
event_2022_10127,138.957700,30.0076,,leb,2022-01-07T14:57:40.440000Z,409.100,3.3
event_2022_204,20.195000,67.865,explosion,helsinki,2022-01-07T16:33:26.500000Z,0.000,1.3
event_2022_10128,34.916700,-13.9071,,leb,2022-01-07T16:45:34.290000Z,0.000,4.2
event_2022_205,30.534000,69.355,explosion,helsinki,2022-01-07T16:59:17.700000Z,0.000,1.1
event_2022_10129,15.963000,51.6329,,leb,2022-01-07T17:00:43.780000Z,0.000,2.2
event_2022_10130,-86.791900,12.1518,,leb,2022-01-07T17:04:18.670000Z,57.500,4.2
event_2022_10131,104.975500,28.45,,leb,2022-01-07T17:08:40.590000Z,0.000,3.7
event_2022_10132,101.314000,37.8311,,leb,2022-01-07T17:45:29.270000Z,0.000,5.2
event_2022_206,22.622000,68.244,earthquake,helsinki,2022-01-07T17:51:55.300000Z,12800.000,0.6
event_2022_10133,101.243600,37.8558,,leb,2022-01-07T17:59:04.190000Z,0.000,3.5
event_2022_10134,101.237800,37.8287,,leb,2022-01-07T18:09:06.140000Z,0.000,4.3
event_2022_10135,101.315200,37.8399,,leb,2022-01-07T18:33:54.890000Z,0.000,3.4
event_2022_10136,101.351700,37.8048,,leb,2022-01-07T18:38:26.370000Z,0.000,3.3
event_2022_10137,101.341300,37.7355,,leb,2022-01-07T18:40:44.910000Z,0.000,3.3
event_2022_10138,141.234300,40.5743,,leb,2022-01-07T19:07:21.770000Z,0.000,3.1
event_2022_10139,101.368200,37.7734,,leb,2022-01-07T19:08:21.580000Z,0.000,3.0
event_2022_10140,150.464100,47.3824,,leb,2022-01-07T19:54:39.920000Z,186.800,3.0
event_2022_207,33.993000,67.657,explosion,helsinki,2022-01-07T20:04:43.800000Z,0.000,1.3
event_2022_208,20.560000,67.181,explosion,helsinki,2022-01-07T20:13:58.000000Z,0.000,1.4
event_2022_10141,110.282100,-5.6323,,leb,2022-01-07T20:14:34.740000Z,536.100,3.4
event_2022_10142,101.555400,37.7884,,leb,2022-01-07T20:18:37.880000Z,0.000,4.0
event_2022_10143,143.374800,22.7319,,leb,2022-01-07T20:32:24.740000Z,494.800,2.8
event_2022_10144,101.199200,37.8244,,leb,2022-01-07T20:45:22.920000Z,0.000,3.8
event_2022_10145,120.951700,24.1042,,leb,2022-01-07T21:12:14.670000Z,0.000,3.7
event_2022_209,20.140000,67.853,explosion,helsinki,2022-01-07T21:13:14.700000Z,0.000,1.0
event_2022_10146,142.976900,28.2102,,leb,2022-01-07T21:29:12.610000Z,0.000,3.3
event_2022_10147,68.442900,-3.4942,,leb,2022-01-07T21:46:17.220000Z,0.000,3.6
event_2022_10148,129.024600,71.1065,,leb,2022-01-07T21:58:10.370000Z,0.000,3.4
event_2022_210,34.056000,67.793,explosion,helsinki,2022-01-07T22:03:08.500000Z,0.000,1.1
event_2022_10149,101.182700,37.7413,,leb,2022-01-07T22:53:03.050000Z,0.000,3.5
event_2022_211,20.720000,67.16,explosion,helsinki,2022-01-07T23:00:52.100000Z,0.000,1.1
event_2022_10150,26.457600,45.6838,,leb,2022-01-07T23:02:03.890000Z,118.100,2.9
event_2022_212,20.571000,67.176,explosion,helsinki,2022-01-07T23:02:57.300000Z,0.000,1.1
event_2022_10151,119.598600,18.8481,,leb,2022-01-08T00:03:00.000000Z,0.000,4.0
event_2022_213,20.149000,67.762,explosion,helsinki,2022-01-08T00:27:07.200000Z,0.000,1.2
event_2022_214,20.041000,67.853,explosion,helsinki,2022-01-08T00:29:18.500000Z,0.000,1.4
event_2022_10152,-170.483600,52.7771,,leb,2022-01-08T01:20:38.440000Z,0.000,3.3
event_2022_10153,126.785200,6.2989,,leb,2022-01-08T01:26:45.280000Z,49.900,5.2
event_2022_215,20.570000,67.175,explosion,helsinki,2022-01-08T01:45:52.300000Z,0.000,1.2
event_2022_10154,101.444800,37.8041,,leb,2022-01-08T02:06:21.780000Z,0.000,3.8
event_2022_216,34.087000,67.646,explosion,helsinki,2022-01-08T02:17:55.900000Z,0.000,1.1
event_2022_10155,101.309700,37.899,,leb,2022-01-08T03:07:37.020000Z,0.000,3.7
event_2022_10156,89.650700,32.7218,,leb,2022-01-08T03:10:36.470000Z,0.000,3.6
event_2022_10157,-157.241700,56.9018,,leb,2022-01-08T03:20:46.680000Z,0.000,3.0
event_2022_10158,15.715000,43.5624,,leb,2022-01-08T03:22:27.880000Z,0.000,2.7
event_2022_217,25.375000,67.919,explosion,helsinki,2022-01-08T04:00:18.400000Z,0.000,0.9
event_2022_218,33.974000,67.564,explosion,helsinki,2022-01-08T04:04:06.000000Z,0.000,1.1
event_2022_10159,56.234000,27.4667,,leb,2022-01-08T04:45:34.950000Z,0.000,3.8
event_2022_10160,93.353700,11.0368,,leb,2022-01-08T05:42:01.840000Z,94.000,3.8
event_2022_10161,13.002100,42.6044,,leb,2022-01-08T06:01:13.560000Z,0.000,2.9
event_2022_10162,101.346500,37.8001,,leb,2022-01-08T06:30:06.050000Z,0.000,4.1
event_2022_219,20.452000,67.863,explosion,helsinki,2022-01-08T06:36:21.500000Z,0.000,1.1
event_2022_220,20.088000,67.879,explosion,helsinki,2022-01-08T07:10:34.200000Z,0.000,0.8
event_2022_10163,-140.348900,60.5945,,leb,2022-01-08T08:16:37.890000Z,0.000,4.5
event_2022_221,20.024000,67.859,explosion,helsinki,2022-01-08T08:55:57.600000Z,0.000,0.9
event_2022_222,33.947000,67.685,explosion,helsinki,2022-01-08T09:44:56.000000Z,0.000,1.3
event_2022_10164,127.825600,1.5,,leb,2022-01-08T09:53:39.830000Z,0.000,4.6
event_2022_10165,121.893500,20.463,,leb,2022-01-08T10:24:45.970000Z,78.300,3.7
event_2022_10166,127.069400,5.7404,,leb,2022-01-08T10:30:42.700000Z,119.100,4.5
event_2022_223,20.220000,67.735,explosion,helsinki,2022-01-08T11:10:43.800000Z,0.000,0.9
event_2022_224,30.351000,67.558,explosion,helsinki,2022-01-08T11:44:01.500000Z,0.000,1.7
event_2022_10167,24.148900,34.4567,,leb,2022-01-08T12:08:06.440000Z,0.000,3.9
event_2022_10168,128.647300,27.4112,,leb,2022-01-08T12:37:25.180000Z,41.200,3.3
event_2022_225,20.010000,67.896,explosion,helsinki,2022-01-08T13:18:02.200000Z,0.000,1.1
event_2022_226,20.500000,67.237,explosion,helsinki,2022-01-08T13:56:41.500000Z,0.000,0.8
event_2022_227,20.095000,67.873,explosion,helsinki,2022-01-08T14:17:44.200000Z,0.000,1.0
event_2022_228,20.528000,67.18,explosion,helsinki,2022-01-08T14:19:48.700000Z,0.000,1.3
event_2022_10169,146.010500,14.2676,,leb,2022-01-08T14:27:26.230000Z,91.800,3.8
event_2022_229,20.572000,67.183,explosion,helsinki,2022-01-08T16:12:39.500000Z,0.000,0.9
event_2022_230,20.620000,67.193,explosion,helsinki,2022-01-08T16:14:34.200000Z,0.000,1.0
event_2022_10170,158.179700,49.0187,,leb,2022-01-08T17:29:26.450000Z,0.000,4.1
event_2022_231,33.282000,68.162,explosion,helsinki,2022-01-08T17:32:09.200000Z,0.000,1.5
event_2022_232,20.067000,67.915,explosion,helsinki,2022-01-08T17:37:53.600000Z,0.000,1.3
event_2022_10171,145.323100,48.2346,,leb,2022-01-08T18:10:41.240000Z,0.000,3.6
event_2022_233,20.497000,67.191,explosion,helsinki,2022-01-08T18:27:37.300000Z,0.000,1.2
event_2022_10172,130.221100,28.6094,,leb,2022-01-08T18:51:22.780000Z,87.800,3.1
event_2022_234,27.073000,60.445,earthquake,helsinki,2022-01-08T19:03:09.200000Z,1500.000,0.7
event_2022_10173,73.755000,38.5801,,leb,2022-01-08T19:56:20.010000Z,113.900,4.1
event_2022_235,33.801000,67.779,explosion,helsinki,2022-01-08T20:17:30.100000Z,0.000,1.2
event_2022_236,33.550000,67.71,explosion,helsinki,2022-01-08T20:28:46.200000Z,0.000,1.0
event_2022_10174,152.920600,48.835,,leb,2022-01-08T21:25:46.640000Z,161.000,3.4
event_2022_237,33.883000,67.664,explosion,helsinki,2022-01-08T21:40:07.400000Z,0.000,1.1
event_2022_10175,145.754300,18.5,,leb,2022-01-08T21:42:04.030000Z,220.600,3.2
event_2022_238,20.637000,67.181,explosion,helsinki,2022-01-08T22:56:42.300000Z,0.000,1.1
event_2022_239,20.643000,67.18,explosion,helsinki,2022-01-08T23:04:14.900000Z,0.000,1.2
event_2022_240,33.919000,67.645,explosion,helsinki,2022-01-09T00:08:14.400000Z,0.000,1.2
event_2022_10176,-109.052300,24.7343,,leb,2022-01-09T00:11:19.110000Z,0.000,3.4
event_2022_241,19.950000,67.824,explosion,helsinki,2022-01-09T00:21:15.200000Z,0.000,1.4
event_2022_242,20.239000,67.84,explosion,helsinki,2022-01-09T00:23:08.200000Z,0.000,1.5
event_2022_243,20.211000,67.834,explosion,helsinki,2022-01-09T00:26:11.400000Z,0.000,1.3
event_2022_244,20.209000,67.834,explosion,helsinki,2022-01-09T00:41:44.200000Z,0.000,1.3
event_2022_245,20.275000,67.848,explosion,helsinki,2022-01-09T00:44:07.800000Z,0.000,1.1
event_2022_10177,125.047100,24.7182,,leb,2022-01-09T01:10:38.110000Z,32.300,3.2
event_2022_10178,122.105500,0.3621,,leb,2022-01-09T02:35:46.800000Z,215.400,4.0
event_2022_10179,-152.659800,60.5551,,leb,2022-01-09T03:34:13.320000Z,101.900,2.7
event_2022_10180,94.786900,6.8866,,leb,2022-01-09T03:55:41.340000Z,134.800,3.5
event_2022_246,25.383000,67.933,explosion,helsinki,2022-01-09T04:01:46.800000Z,0.000,0.7
event_2022_247,34.077000,67.59,explosion,helsinki,2022-01-09T04:04:03.000000Z,0.000,1.0
event_2022_248,30.597000,69.379,explosion,helsinki,2022-01-09T04:22:40.200000Z,0.000,1.3
event_2022_249,20.236000,67.729,explosion,helsinki,2022-01-09T04:38:15.200000Z,0.000,0.8
event_2022_250,20.091000,67.777,explosion,helsinki,2022-01-09T04:54:34.500000Z,0.000,0.8
event_2022_10181,123.383300,12.752,,leb,2022-01-09T05:13:21.210000Z,0.000,4.6
event_2022_10182,101.235800,37.8728,,leb,2022-01-09T05:50:49.360000Z,0.000,3.6
event_2022_251,20.241000,67.823,explosion,helsinki,2022-01-09T06:16:28.500000Z,0.000,1.0
event_2022_10183,128.727000,2.7179,,leb,2022-01-09T06:51:56.830000Z,246.000,3.7
event_2022_252,34.213000,67.62,explosion,helsinki,2022-01-09T07:40:34.600000Z,0.000,1.0
event_2022_10184,105.990900,52.1614,,leb,2022-01-09T09:04:05.340000Z,0.000,3.4
event_2022_253,20.014000,67.874,explosion,helsinki,2022-01-09T09:36:37.100000Z,0.000,1.3
event_2022_10185,20.234800,67.8442,,leb,2022-01-09T09:36:39.660000Z,0.000,1.8
event_2022_10186,33.592300,67.6804,,leb,2022-01-09T09:41:29.210000Z,0.000,2.4
event_2022_254,20.010000,67.87,explosion,helsinki,2022-01-09T09:51:06.000000Z,0.000,1.3
event_2022_255,20.051000,67.901,explosion,helsinki,2022-01-09T10:43:19.300000Z,0.000,1.0
event_2022_256,20.247000,67.851,explosion,helsinki,2022-01-09T11:01:23.000000Z,0.000,1.0
event_2022_10187,29.325700,37.813,,leb,2022-01-09T11:15:21.310000Z,0.000,3.5
event_2022_10188,52.221800,28.0354,,leb,2022-01-09T11:21:26.250000Z,0.000,3.4
event_2022_257,20.189000,67.823,explosion,helsinki,2022-01-09T11:51:54.200000Z,0.000,1.3
event_2022_10189,127.105800,10.1283,,leb,2022-01-09T13:24:28.620000Z,0.000,3.6
event_2022_258,20.306000,67.768,explosion,helsinki,2022-01-09T13:39:43.600000Z,0.000,1.1
event_2022_10190,81.483400,35.2767,,leb,2022-01-09T13:41:54.990000Z,0.000,2.9
event_2022_259,33.814000,67.659,explosion,helsinki,2022-01-09T13:52:45.500000Z,0.000,1.2
event_2022_260,20.204000,67.854,explosion,helsinki,2022-01-09T13:57:49.500000Z,0.000,0.9
event_2022_261,34.159000,67.672,explosion,helsinki,2022-01-09T13:59:45.000000Z,0.000,1.0
event_2022_262,20.211000,67.883,explosion,helsinki,2022-01-09T15:09:42.500000Z,0.000,0.9
event_2022_263,20.090000,67.86,explosion,helsinki,2022-01-09T15:27:39.700000Z,0.000,0.8
event_2022_10191,129.295500,28.4176,,leb,2022-01-09T15:55:04.490000Z,0.000,3.6
event_2022_264,20.024000,67.897,explosion,helsinki,2022-01-09T16:37:20.400000Z,0.000,1.3
event_2022_10192,-86.843400,12.1835,,leb,2022-01-09T17:10:24.670000Z,0.000,3.5
event_2022_265,34.014000,67.641,explosion,helsinki,2022-01-09T18:36:46.900000Z,0.000,1.0
event_2022_10193,-172.133700,51.6829,,leb,2022-01-09T18:39:37.740000Z,0.000,3.4
event_2022_266,20.081000,67.824,explosion,helsinki,2022-01-09T19:14:08.900000Z,0.000,1.4
event_2022_267,33.865000,67.691,explosion,helsinki,2022-01-09T20:04:21.400000Z,0.000,1.3
event_2022_268,34.078000,67.594,explosion,helsinki,2022-01-09T20:08:10.000000Z,0.000,1.1
event_2022_269,20.505000,67.225,explosion,helsinki,2022-01-09T20:12:29.400000Z,0.000,0.9
event_2022_270,20.204000,67.825,explosion,helsinki,2022-01-09T20:15:48.600000Z,0.000,0.9
event_2022_10194,144.191200,42.4765,,leb,2022-01-09T20:23:12.820000Z,51.400,4.1
event_2022_271,20.456000,67.186,explosion,helsinki,2022-01-09T21:06:30.600000Z,0.000,1.1
event_2022_10195,128.026600,1.5113,,leb,2022-01-09T21:27:54.400000Z,41.000,4.3
event_2022_10196,67.749200,38.2189,,leb,2022-01-09T21:41:26.410000Z,0.000,3.7
event_2022_10197,21.355200,40.7855,,leb,2022-01-09T21:43:44.940000Z,0.000,4.4
event_2022_10198,21.423600,40.8005,,leb,2022-01-09T21:53:18.680000Z,0.000,3.4
event_2022_10199,127.817100,1.4718,,leb,2022-01-09T21:59:03.570000Z,0.000,4.5
event_2022_10200,101.229100,37.8196,,leb,2022-01-09T22:18:06.680000Z,0.000,3.8
event_2022_10201,21.473100,40.8189,,leb,2022-01-09T22:21:03.120000Z,0.000,3.4
event_2022_10202,21.435300,40.889,,leb,2022-01-09T22:28:37.980000Z,0.000,2.8
event_2022_272,20.570000,67.17,explosion,helsinki,2022-01-09T23:01:50.200000Z,0.000,0.9
event_2022_273,20.399000,67.841,explosion,helsinki,2022-01-09T23:19:56.600000Z,0.000,0.8
event_2022_10203,155.921900,46.8379,,leb,2022-01-09T23:29:29.500000Z,0.000,3.4
event_2022_10204,21.400000,40.8475,,leb,2022-01-09T23:38:25.040000Z,0.000,3.6
event_2022_10205,128.537400,2.7294,,leb,2022-01-09T23:46:50.270000Z,234.900,4.5
event_2022_274,20.174000,67.793,explosion,helsinki,2022-01-10T00:28:47.400000Z,0.000,1.2
event_2022_10206,143.534300,13.5269,,leb,2022-01-10T02:35:32.330000Z,74.500,3.5
